,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT,AVERAGE ALLOWED CHARGES,AVERAGE PAYMENT,CARDIOVASCULAR,DIGESTIVE SYSTEM,EAR,ENDOCRINE SYSTEM,EYE,FEMALE GENITALIA,INTEGUMENTARY,LYMPHATIC,MALE GENITALIA,MATERNITY,MEDIASTINUM,MUSCULOSKELETAL,RESPIRATORY,URINARY,y
345,33460.0,TOTAL,33.0,50516.09,39604.59,1530.790606060606,1200.1390909090908,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
348,33463.0,TOTAL,756.0,1556904.22,1222140.98,2059.3971164021164,1616.588597883598,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
351,33464.0,TOTAL,5416.0,6886974.37,5365189.899999999,1271.5979265140325,990.6185192023632,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
354,33465.0,TOTAL,670.0,1143186.14,892880.24,1706.2479701492537,1332.6570746268656,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
363,33475.0,TOTAL,156.0,230236.42,177859.54,1475.8744871794872,1140.1252564102565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
369,33478.0,TOTAL,28.0,20487.9,16152.39,731.7107142857143,576.8710714285714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
372,33496.0,TOTAL,70.0,82406.06,64611.41,1177.2294285714286,923.0201428571429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
375,33500.0,TOTAL,39.0,25765.39,20185.79,660.6510256410256,517.584358974359,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
378,33501.0,TOTAL,30.0,22824.88,17894.75,760.8293333333334,596.4916666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
381,33502.0,TOTAL,66.0,37939.36,29787.04,574.8387878787879,451.3187878787879,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
384,33503.0,TOTAL,15.0,8567.08,6716.61,571.1386666666666,447.774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
387,33504.0,TOTAL,15.0,7251.22,5576.27,483.4146666666667,371.7513333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
390,33505.0,TOTAL,19.0,23335.98,16865.29,1228.2094736842105,887.6468421052632,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
396,33507.0,TOTAL,64.0,64701.96,48919.8,1010.968125,764.371875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
399,33508.0,TOTAL,76955.0,900145.09,700046.18,11.697031901760768,9.096825157559614,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
402,33510.0,TOTAL,7414.0,5760432.23,4496365.25,776.9668505530079,606.4695508497438,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
405,33511.0,TOTAL,4287.0,4544978.01,3543442.18,1060.1768159552134,826.5552087707022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
408,33512.0,TOTAL,2570.0,3985608.61,3107950.01,1550.8204708171206,1209.3190700389105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
411,33513.0,TOTAL,851.0,1448751.29,1126136.08,1702.4104465334901,1323.309142185664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
414,33514.0,TOTAL,142.0,269436.66,209675.5,1897.4412676056336,1476.588028169014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
417,33516.0,TOTAL,29.0,52524.77,41031.63,1811.1989655172413,1414.8837931034482,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
420,33517.0,TOTAL,22745.0,2964113.86,2310301.67,130.31936073862386,101.57404572433502,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
423,33518.0,TOTAL,44845.0,12776509.55,9947450.64,284.9037696510202,221.81850016724275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
